Name,MetadataID,ResourceIdentifier,Summary,OrganisationName,Information_owner_organization,ContactMailAddress,date
SBK Baskarta - Byggnader geometri,9a44ea61-072a-4a54-a2f1-5cee44e52ff6,8974a632-c282-4066-90ae-712a13823124,"Definition: Byggnadsverk som är sammanhängande och har individuell konstruktion av tak och vanligen även väggar och som är så stor att människor kan uppehålla sig däri eller ger motsvarande visuella intryck och är avsedd för viss verksamhet. Byggnader bestod av följande typer (objekttyper) och undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Baskartan) :  Bostadsbyggnad: 10, Flerbostadshus, modifierbar, aktiv20, Enbostadshus, modifierbar, aktivSamfundsbyggnad:10, Ospec. samfundsbyggnad, modifierbar, aktiv20, Frikyrka, modifierbar, aktiv30, Moské, modifierbar, aktiv40, Synagoga, modifierbar, aktiv50, Kyrka, modifierbar, aktivIndustribyggnad:10, Industribyggnad, modifierbar, aktiv20, Ospec. industribyggnad, modifierbar, aktivServicebyggnad:10, Transformator, modifierbar, aktiv20, Vattentorn, modifierbar, aktiv30, Mobilteknikbod, modifierbar, aktiv40, Fyr, modifierbar, aktiv50, Telefonkiosk, modifierbar, aktiv60, Regnskydd, modifierbar, aktiv70, Offentlig toalett, modifierbar, aktivSamhällsfunktionsbyggnad:10, Allmän byggnad, modifierbar, aktiv20, Skola, modifierbar, aktiv30, Vårdbyggnad, modifierbar, aktiv40, Daghem/förskola, modifierbar, aktiv50, Kultur, modifierbar, aktiv60, Idrottsbyggnad, modifierbar, aktivOspecificerad byggnad:10, Ospec. byggnad Oregistrerad, modifierbar, aktiv20, Ospec. byggnad Registrerad, modifierbar, aktivVerksamhetsbyggnad:10, Handelsbyggnad, modifierbar, aktiv20, Kontorsbyggnad, modifierbar, aktiv30, Parkeringshus, modifierbar, aktiv40, Hotellbyggnad, modifierbar, aktiv50, Ospec. verksamhetsbyggnad, modifierbar, aktivÖvrig byggnad:10, Ekonomibyggnad, modifierbar, aktiv20, Komplementbyggnad, modifierbar, aktiv30, Kolonistuga, modifierbar, aktivFlerfamiljshus, Villa, Garage, Altan med gjuten grund, Inglasad altan/uterum, Friggebod/förråd >10m2, Loftgång på flerfamiljshus, Parkeringshus, Cistern, Skorsten, Transformator, Mobilteknikbod, Läktare, Byggnad på koloniområde.",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
SBK Ortofoto (2006),8b97890f-7c0a-48f6-a414-a72601fcebf5,428e3073-15d3-408a-835d-84e9cafcefd0,"Ett ortofoto över Stockholm består av hundratals flygbilder. Flygbilderna bearbetas så att perspektiv- och måttfel minimeras för att få en skalriktig bild. De skalriktiga bilderna sätts därefter samman till en mosaik.  Användningsområden:  Ortofoton kan användas för exempelvis planering och projektering eller visualiseringar.. De olika årgångarna kan användas för jämförelsestudier. De är också lämpliga att använda för tryck och kan sampresenteras med andra kartprodukter.Upplösning: 20 cm/pixel i ortofoto, och 10cm/pixel i originalbilderna. Kommentar: Täcker Stockholm, Danderyd, del av Nacka och Ekerö. Det finns även ortofoton som täcker en stor del av länet",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-01
"Bullerkarta 2022, vägTågFlyg 2m Leq 24h",08061cec-c5e6-45ff-bea8-7bd36f1df1b5,95707912-07cb-4369-af20-0cedc6dd6819,"Kartlagret visar beräknad ekvivalent ljudnivå, medelvärdesbildad över 24 timmar och inkluderar alla bullerkällor inklusive bakgrundsnivåer. Med alla bullerkällor avses ljud från vägtrafik på det statliga och kommunala vägnätet, flygtrafik, ljud från järnvägslinjerna, tunnelbana, Tvärbanan, Roslagsbanan och övriga spårtrafikslag. Ingående data är baserat på faktiska registrerade trafikflöden under 2019 samt modellberäknade data för vägavsnitt där ingen mätning finns. Redovisade ljudnivåer ska ses som ett indikativt värde för platsen. Tillhandahålls av Miljöförvaltningen. För mer information se, Rapport R01 Bullerkartläggning av Stockholm - Enligt Naturvårdsverkets beräkningsmetoder.",Stockholms stad - Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2023-04-28
Cykelpump,LvFeature12436332,575be7dd-c735-4497-a73b-a10fbf00a8c2,"Punktgeometri som visar cykelpumpar inom Stockholms kommun. Verksamhet Områdesplanering, Trafikplanering, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-04-05
Habitatnätverk - Potentiella groddjurslokaler,4c589668-c5a8-4f70-996e-c60255d77800,96d3a99a-6551-4ebd-95b9-2c20c28e5e60,"Habitatnätverk 2007, potentiella groddjurslokaler.",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Habitatnätverk - Eklevande insekter,Miljodata0019,cab2e751-7ab3-43c2-8d77-e1aaf5586d0f,"Habitatnätverk 2007, eklevande insekter.",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Salutorg,LvFeature19743007,72a29ad4-750b-4614-a77f-007ec2a22bcc,"Kartlagret Salutorg visar stadens samtliga salutorg i form av ytor. Kartlagret visar både fasta och tillfälliga torghandelsplatser. Salutorgsytorna beslutas i kommunfullmäktige. Kartlagret används för att visa var torghandel får bedrivas. Uppdatering sker löpande vid behov. Ansvarig för datat är Trafikkontoret, Tillståndsavdelningen, enheten Stadsliv.",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-04-05
Habitatnätverk - Barrskogsfåglar,Miljodata0018,44ac49de-e11f-407c-b33a-327cfc1903bf,"Habitatnätverk 2007, barrskogsfåglar.",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Torghandelsplats,LvFeature19743009,8a9a88af-0990-4c07-abdd-825027635c51,"Torghandelsplats visar stadens samtliga torghandelsplatser i form av ytor. Kartlagret visar både fasta och tillfälliga torghandelsplatser. De tillfälliga torghandelsplatserna beslutas i kommunfullmäktige, medan de fasta torghandelsplatserma beslutas av Trafikkontoret. Kartlagret används för att visa stadens torghandelsplatser och för att undvika att ytan används för annat än det är tänkt för. Uppdatering sker löpande vid behov. Ansvarig för datat är Trafikkontoret, Tillståndsavdelningen, enheten Stadsliv.",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-04-05
Koppartak,Miljodata0013,032c3801-af42-4de8-957b-19c59b88f12c,"Resultat från IVLs kartläggning av koppartak i Stockholm, Solna och Sundbyberg utifrån digitala IR-flygbilder från 1997. Ytterligare information: Kartläggning av koppartak i Stockholm, Solna och Sundbyberg med digitala flygbilder. Sam Ekstrand et.al. IVL-Rapport. Stockholm, oktober 1997.",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Grundvattenkartan - Vattendelare,Miljodata0012,f0a09474-d9fd-40b3-a92c-0f5c1c42f414,Vattendelare för grundvattnet avgränsade utifrån topografi och grundvattennivåer samt sjöarnas avrinningsområden framtagna inom Vattenprogram 1995. Ytterligare information hittas i rapporten: Grundvatten i Stockholm - Tillgång Sårbarhet Kvalitet. Undersökningen utförd på uppdrag av miljöförvaltningen i Stockholm och Naturvårdsverket. December 1997,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Elsparkcykelplats,LvFeature19742957,6f2ac8c9-97c7-464b-80a3-999ebc7cc35d,"Ytgeometrier som används för att visa uppställningsytor och parkeringsplatser för elsparkcyklar i staden.Dessa ytor bör hållas fri från möblering och andra upplåtelser för att kunna användas. Påverkan på ytan ska meddelas ansvarig. Polistillstånd krävs för uppställningsplatserna för att använda offentlig plats. Information om uppställningsplatserna finns även hos Polismyndighet, för att underlätta tillståndsgivning.Kartlagret skapades upp under 2022, uppdateras vid behov och har en rutin om en årlig översyn under första kvartalet varje år.Ansvarig för kartlagret: Trafikkontoret, Tillståndsavdelningen, enheten Stadsliv.",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-04-05
SBK Ortofoto (2017)),196231ad-8670-464d-853a-d3886477dbfa,d94b39d4-51f6-45b3-a2c0-bd369b36003d,Ett ortofoto över Stockholm består av hundratals flygbilder. Flygbilderna bearbetas så att perspektiv- och måttfel minimeras för att få en skalriktig bild. De skalriktiga bilderna sätts därefter samman till en mosaik.  Användningsområden:  Ortofoton kan användas för exempelvis planering och projektering eller visualiseringar.. De olika årgångarna kan användas för jämförelsestudier. De är också lämpliga att använda för tryck och kan sampresenteras med andra kartprodukter.Flyghöjd: 1800 mUpplösning: 8 cm/pixel,Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-01
SBK Baskartan - Övriga data,82d379ec-9468-4fc4-90e1-253a412d7c6e,f4e4d268-4d57-4774-933e-cfa59e262376,"Baskartan - Övriga data bestod av följande undertyper (subtyper) vid informationsklassningen 2020:Förljande objekttyper verkar finnas i flera produktklasser (det verkar dock inte omfatta alla suptyper) :Husnummer  (ingår i Baskarta - Byggnader geometri)Noggrannhet (finns för subtyperna - 450500 Bostadsbyggnad- 450520 Industribyggnad- 450550 Ospecificerad byggnad- 450510 Samfundsbyggnad- 450540 Samhällsfunktionsbyggnad- 450530 Servicebyggnad- 450560 Verksamhetsbyggnad- 450570 Övrig byggnadHöjder (bearbetning) finns för suptyperna - 450610 Markanläggning- 450900 Sjö- 450620 Trafikanläggning451560, Kartografiskt områdeUndertyper10, Kartografiskt område, modifierbar20, 3D-område, modifierbar30, Ajourprio 1, modifierbar40, Ajourprio 2, modifierbar50, Ajourprio 3, modifierbar60, Bevakningsområde, modifierbar70, Team, modifierbar80, Ajourstatus 1, modifierbar90, Ajourstatus 2, modifierbar100, Ajourstatus 3, modifierbar110, Ajourstatus 4, modifierbar120, Ajourstatus 5, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
SBK Snedbilder (2013) (internt SBK),4afb468f-f8f0-440a-b452-d7d1ca289ee0,ed66bfab-d7a3-49ce-bbc5-5558b2574154,Användes för den fotorealistiska modellen som togs fram 2013.,Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
SBK Baskartan - Natur,05eacf57-43fb-4049-8f06-39e271bbd7d1,3138e733-2bc4-414c-8224-887f18b74f15,"Natur bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Baskartan) :Sjö10, Sjö, modifierbar, aktiv20, Strand, modifierbar, aktivTräd10, Lövträd, modifierbar, aktiv20, Barrträd, modifierbar, aktiv30, Odefinierat träd, modifierbar, aktiv40, Gatuträd, modifierbar, aktiv50, Parkträd, modifierbar, aktiv60, Övrigt träd, modifierbar, aktivVattendrag10, Bäck, modifierbar, aktiv20, Dike, modifierbar, aktiv30, Å, modifierbar, aktiv40, Älv, modifierbar, aktiv50, Kanal, modifierbar, aktivVegetation10, Buskage, modifierbar, aktiv20, Häck, modifierbar, aktiv30, Plantering, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
Bilpooler 2021 - Punkter,daae225a-fd3d-4a00-b6bd-b81b4a9f83d1,4aa85fba-620c-4582-a699-0eaa453b650e,Punktskikt med bilpoolsstationer från 2021– dvs fasta parkeringsplatser för stationära bilpooler (och i den mån friflytande bilpooler även har fasta parkeringsplatser). Visar adress och bilpoolsoperatör som har en eller flera bilar på aktuell plats.Underlaget bygger på uppgifter från bilpoolsoperatörerna själva.Sammanställt av Sweco på uppdrag av miljöförvaltningen.,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2022-03-31
Habitatnätverk - Groddjur,Miljodata0020,910b1865-2d56-4583-b3a5-c6d006021baf,"Habitatnätverk 2007, groddjur.",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Grundvattenkartan - Nivå,Miljodata0008,c43daf1d-fd5a-4c9e-b309-3d1d85ca647d,Grundvattnets bedömda trycknivåer i meter över havet. OBS. RH00. Ytterligare information hittas i rapporten: Grundvatten i Stockholm - Tillgång Sårbarhet Kvalitet. Undersökningen utförd på uppdrag av miljöförvaltningen i Stockholm och Naturvårdsverket. December 1997,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Grundvattenkartan - Lerdjup,Miljodata0007,b6cb4b65-0f36-4e2e-ad07-48ea7727daea,"Byggnadsgeologisk karta över Stockholm (1978), scannad och vektoriserad. Ytterligare information hittas i rapporten: Grundvatten i Stockholm - Tillgång Sårbarhet Kvalitet. Undersökningen utförd på uppdrag av miljöförvaltningen i Stockholm och Naturvårdsverket. December 1997",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Grundvattenkartan - Klasser,Miljodata0006,08e2cbc1-9cd6-4b87-8bc2-24e930a2603f,Klassificering av grundvattenförekomsten i grus och sandavlagringar utifrån analys baserad på jordarter och uppgifter från borrhål och schakt. Någon hänsyn till grundvattnets kvalitet som dricksvatten har ej tagits vid klassningen. Ytterligare information hittas i rapporten: Grundvatten i Stockholm - Tillgång Sårbarhet Kvalitet. Undersökningen utförd på uppdrag av miljöförvaltningen i Stockholm och Naturvårdsverket. December 1997,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Grundvattenkartan - Isolinjer,Miljodata0005,47eed8ce-6291-4346-9144-68f4e0a59aae,Isolinjer för grundvattnets bedömda trycknivå. Ytterligare information hittas i rapporten: Grundvatten i Stockholm - Tillgång Sårbarhet Kvalitet. Undersökningen utförd på uppdrag av miljöförvaltningen i Stockholm och Naturvårdsverket. December 1997,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Grundvattenkartan - Dränering,Miljodata0004,12d9f3ce-5b45-4d9f-bbcd-22f6ccdeb901,Grafisk illustration över områden där grundvatten (även dag-/ytvatten) dräneras till dagvattensystem eller spillvattentunnlar. Ytterligare information hittas i rapporten: Grundvatten i Stockholm - Tillgång Sårbarhet Kvalitet. Undersökningen utförd på uppdrag av miljöförvaltningen i Stockholm och Naturvårdsverket. December 1997,Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2020-05-18
Grundvattenkartan - Byggnadsgeologiska,Miljodata0003,59a5ed22-71c9-4e21-a9c5-9aa1e40d3c17,"Byggnadsgeologisk karta över Stockholm (1978), scannad och vektoriserad. Ytterligare information hittas i rapporten: Grundvatten i Stockholm - Tillgång Sårbarhet Kvalitet. Undersökningen utförd på uppdrag av miljöförvaltningen i Stockholm och Naturvårdsverket. December 1997",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2023-04-17
Biotopkartan 2019 - biotoper,Miljodata0001,9f5b8639-a3bc-4ad6-9e9f-594ac2caf0c9,"Biotoper ur biotopkarteringen från 2019. Biotopkarteringen är både en metodik och en biotopdatabas som visar naturens egenskaper och markanvändning. Syftet är att underlaget ska användas för analyser av natur, ekosystemtjänster och gröna infrastruktur. Bygger på en hybridmetod i flera steg,  omfattande bl a semiautomatiska klassningar från fjärranalys och nationella data samt flygbildstolkning av IR-bilder. Karteringen är utförd av Stockholms Universitet (Institutionen för naturgeografi) samt Calluna AB. För mer information kontakta miljöförvaltningen via miljodata@stockholm.se",Miljöförvaltningen,Stockholms stad - Miljö- och hälsoskyddsnämnd,miljodata@stockholm.se,2022-07-11
Primära vägnätet,LvFeature9322303,8d31bae2-c317-48a0-961e-bc7192e150d4,"Det primära vägnätet visar vägar i Stockholms län som är viktiga för den regionala framkomligheten för människor och gods. Kartan används för att koordinera vägarbeten i syfte att ge minsta möjliga påverkan på den totala trafiken i Stockholms län, och det är också på detta vägnät Trafik Stockholm i första hand trafikinformerar.Det primära vägnätet är upprättat av Regionala Trafikgruppen (samverkansgrupp där Trafikverket, Trafikförvaltningen, Trafik Stockholm, Trafikkontoret samt Nacka kommun är representerade). Kartlagret fastställdes av Styrgruppen för Regional Framkomlighet i februari 2022.Detta vägnätet revideras årsvis under hösten.",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-04-05
SBK Baskarta - Infrastruktur,e7c49f2a-8e24-4b37-8699-4f28771f48a9,eb9164eb-35e9-40ba-9d02-51b98423eb4c,"Infrastruktur bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Baskartan) :  Spårnät 10, Tunnelbanespår, modifierbar, aktiv20, SJ Normalspår, modifierbar, aktiv30, SJ Smalspår, modifierbar, aktiv40, Pendeltåg, modifierbar, aktiv50, Industrispår, modifierbar, aktiv60, Spårvagnsspår, modifierbar, aktivTrafikanläggning10, Navföljare, modifierbar, aktiv20, Perrong, modifierbar, aktiv30, Spårdepå, modifierbar, aktiv40, Parkering, modifierbar, aktiv50, Bro, modifierbar, aktivVägavgränsning10, Infart, modifierbar, aktiv20, Refug, modifierbar, aktiv30, Trottoar, modifierbar, aktiv40, VägMittremsa, modifierbar, aktiv60, Tunnel, modifierbar, aktiv70, Viadukt, modifierbar, aktiv80, Trappa, modifierbar, aktiv90, Båtuppläggningsplats, modifierbar, aktiv100, Flygbana, modifierbar, aktiv110, Broillustration, modifierbar, aktivVägutbredning10, Vägillustration, modifierbar, aktiv20, Parkvägsutbredning, modifierbar, aktiv30, Parkvägsutbredning i kvarter, modifierbar, aktiv40, Genomfartsutbredning, modifierbar, aktiv50, Motorvägsutbredning, modifierbar, aktiv60, Småvägsutbredning, modifierbar, aktiv70, Vägutbredning, modifierbar, aktiv80, Vägutbredning i tunnel, modifierbar, aktiv90, Vägutbredning i kvarter, modifierbar, aktiv100, Gångvägsutbredning, modifierbar, aktiv110, Gågatautbredning, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-05-31
